"age","work.class","final.weight","education","years.school","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","income","income.g50"
35," Private",341102," 9th",5," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",40," United-States"," <=50K",0
48," Private",155659," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
36," Local-gov",113337," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",42," United-States"," >50K",1
42," Self-emp-inc",152071," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," Cuba"," >50K",1
51," ?",130667," HS-grad",9," Separated"," ?"," Not-in-family"," Black"," Male",6," United-States"," <=50K",0
50," Self-emp-not-inc",225772," Doctorate",16," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",60," United-States"," >50K",1
48," Local-gov",39464," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",52," United-States"," <=50K",0
31," Private",316672," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",40," Mexico"," <=50K",0
69," ?",180187," Assoc-acdm",12," Widowed"," ?"," Not-in-family"," White"," Female",6," Italy"," <=50K",0
28," Private",84547," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," >50K",1
29," Private",193152," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
25," Private",203871," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",40," United-States"," >50K",1
31," Private",145791," Assoc-voc",11," Divorced"," Tech-support"," Unmarried"," White"," Female",40," United-States"," <=50K",0
37," Private",147258," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",55," United-States"," <=50K",0
47," Self-emp-not-inc",180446," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," Black"," Male",40," United-States"," >50K",1
30," Private",183284," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
39," Local-gov",203070," HS-grad",9," Separated"," Protective-serv"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
44," Self-emp-inc",311357," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," >50K",1
27," Private",154210," 11th",7," Married-spouse-absent"," Sales"," Own-child"," Asian-Pac-Islander"," Male",35," India"," <=50K",0
38," Self-emp-inc",99146," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",80," United-States"," >50K",1
44," Local-gov",73199," Assoc-voc",11," Divorced"," Tech-support"," Unmarried"," Asian-Pac-Islander"," Male",40," United-States"," <=50K",0
38," Private",226311," HS-grad",9," Married-AF-spouse"," Other-service"," Wife"," White"," Female",25," United-States"," <=50K",0
19," Private",187724," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",25," United-States"," <=50K",0
42," Private",40151," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",30," United-States"," <=50K",0
57," Private",116878," 1st-4th",2," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," Italy"," <=50K",0
64," Private",88470," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K",0
36," Private",163396," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",40," United-States"," >50K",1
22," Private",71864," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Female",35," United-States"," <=50K",0
38," Federal-gov",325538," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," >50K",1
39," Local-gov",189911," 11th",7," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K",0
40," Private",154374," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
35," State-gov",94529," HS-grad",9," Divorced"," Protective-serv"," Unmarried"," White"," Female",40," United-States"," <=50K",0
60," Local-gov",165982," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
59," Private",105592," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",12," United-States"," <=50K",0
48," Private",138970," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," United-States"," >50K",1
20," ?",99891," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",30," United-States"," <=50K",0
38," Private",115289," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
46," Private",123598," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K",0
33," Self-emp-not-inc",62932," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
18," Private",128538," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",25," United-States"," <=50K",0
38," Private",31964," 9th",5," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K",0
28," ?",55950," Bachelors",13," Never-married"," ?"," Own-child"," Black"," Female",40," Germany"," <=50K",0
74," Self-emp-not-inc",43599," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Male",20," United-States"," <=50K",0
43," Private",54611," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",60," United-States"," <=50K",0
43," Private",95634," Bachelors",13," Married-civ-spouse"," Other-service"," Wife"," Asian-Pac-Islander"," Female",45," ?"," <=50K",0
33," Private",111746," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," Portugal"," <=50K",0
49," Private",97411," 7th-8th",4," Never-married"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Male",45," Laos"," <=50K",0
51," Private",224207," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
21," Private",241951," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
39," Private",168894," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
55," Private",154580," 10th",6," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",40," United-States"," <=50K",0
27," Private",93206," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," Asian-Pac-Islander"," Male",40," United-States"," <=50K",0
35," Local-gov",182570," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," >50K",1
33," Private",618191," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
29," Self-emp-not-inc",110663," HS-grad",9," Separated"," Craft-repair"," Not-in-family"," White"," Male",35," United-States"," <=50K",0
20," ?",41183," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",30," United-States"," <=50K",0
40," Self-emp-not-inc",175943," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15," United-States"," >50K",1
58," Self-emp-not-inc",33309," HS-grad",9," Widowed"," Farming-fishing"," Not-in-family"," White"," Male",80," United-States"," <=50K",0
75," Self-emp-not-inc",192813," Masters",14," Widowed"," Sales"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
39," State-gov",183092," Doctorate",16," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," >50K",1
31," Private",115488," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",40," United-States"," <=50K",0
23," Private",65481," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",40," United-States"," >50K",1
25," Private",248612," Assoc-acdm",12," Never-married"," Craft-repair"," Not-in-family"," White"," Male",30," United-States"," <=50K",0
39," Private",191502," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
50," Private",22418," 9th",5," Divorced"," Transport-moving"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
34," Private",178951," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," <=50K",0
47," Private",187440," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
50," Self-emp-inc",101094," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," United-States"," <=50K",0
25," ?",335376," Bachelors",13," Never-married"," ?"," Own-child"," White"," Female",30," United-States"," <=50K",0
22," ?",367655," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",40," United-States"," <=50K",0
26," Private",183965," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
26," State-gov",106812," Assoc-voc",11," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",38," United-States"," <=50K",0
22," State-gov",309348," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",15," United-States"," <=50K",0
40," Self-emp-inc",99185," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," United-States"," <=50K",0
21," Private",166517," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K",0
47," Federal-gov",20956," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
43," Private",159549," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
49," Private",126754," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",45," United-States"," >50K",1
28," Local-gov",207213," Assoc-acdm",12," Never-married"," Craft-repair"," Own-child"," White"," Male",5," United-States"," <=50K",0
19," ?",369678," HS-grad",9," Never-married"," ?"," Not-in-family"," Other"," Male",30," United-States"," <=50K",0
22," Private",203894," Some-college",10," Never-married"," Transport-moving"," Not-in-family"," White"," Female",24," United-States"," <=50K",0
55," Private",124137," HS-grad",9," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," White"," Male",40," Poland"," <=50K",0
17," ?",110998," Some-college",10," Never-married"," ?"," Own-child"," Asian-Pac-Islander"," Female",40," Philippines"," <=50K",0
21," Private",273403," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Female",50," United-States"," <=50K",0
60," Private",308608," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," United-States"," <=50K",0
39," Private",184659," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
55," Private",193568," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
26," Private",253841," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
61," Private",143800," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," United-States"," >50K",1
31," Private",209276," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Other"," Male",40," United-States"," <=50K",0
41," Private",233130," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
17," Private",327434," 10th",6," Never-married"," Sales"," Own-child"," White"," Male",20," United-States"," <=50K",0
36," Private",383518," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",40," United-States"," >50K",1
26," Private",33939," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Male",20," United-States"," <=50K",0
34," Private",135785," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",36," United-States"," <=50K",0
39," Private",352248," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K",0
54," Private",169785," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," Italy"," <=50K",0
46," Self-emp-inc",182655," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," United-States"," >50K",1
55," Private",199713," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",48," United-States"," <=50K",0
84," Private",241065," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",66," United-States"," <=50K",0
80," Private",252466," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",24," United-States"," <=50K",0
27," Self-emp-not-inc",300777," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",70," United-States"," <=50K",0
40," Private",201495," 11th",7," Never-married"," Transport-moving"," Own-child"," White"," Male",35," United-States"," <=50K",0
36," Private",129150," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",20," United-States"," >50K",1
